id,date_time,mc_code,buiding,auto_run,power_on,power_off,meeting,break_field,plan_stop,kpr_percent,yield_field,target_oee,one_day_time_on,available_time,percent_available,percent_performance,percent_oee,factory_utilize,percent_teep,process_group,is_check
37302150,2025-12-07 00:00:00,T1-36-09,B,318,81,1041,0,0,0,100.0,100.0,85.0,1440,399,22.083334,100.0,22.083334,100.0,22.083334,ZBAK,False
37302151,2025-12-07 00:00:00,T1-36-10,,0,0,1440,0,0,0,100.0,100.0,85.0,1440,0,0.0,100.0,0.0,100.0,0.0,ZBAK,False
37302117,2025-12-07 00:00:00.004000,T1-36-10,A/2,663,774,3,0,0,0,100.0,100.0,85.0,1440,1437,46.041668,100.0,46.041668,100.0,46.041668,ZBAK,True
37302119,2025-12-07 00:00:00.005000,T1-36-11,B,449,990,1,0,0,0,100.0,100.0,85.0,1440,1439,31.180555,100.0,31.180555,100.0,31.180555,ZBAK,True
37302152,2025-12-07 00:00:00,T1-36-11,B,390,427,623,0,0,0,100.0,100.0,85.0,1440,817,27.083334,100.0,27.083334,100.0,27.083334,ZBAK,False
37302120,2025-12-07 00:00:00.005000,T1-36-12,B,153,1285,2,0,0,0,100.0,100.0,85.0,1440,1438,10.625,100.0,10.625,100.0,10.625,ZBAK,True
37302153,2025-12-07 00:00:00,T1-36-12,B,131,421,888,0,0,0,100.0,100.0,85.0,1440,552,9.097222,100.0,9.097222,100.0,9.097222,ZBAK,False
37302154,2025-12-07 00:00:00,T1-36-13,B,106,365,969,0,0,0,100.0,100.0,85.0,1440,471,7.361111,100.0,7.361111,100.0,7.361111,ZBAK,False
37302074,2025-12-07 00:00:00,T1-36-203,,1438,0,2,0,0,0,100.0,100.0,85.0,1440,1438,99.861115,100.0,99.861115,100.0,99.861115,BE,False
37302075,2025-12-07 00:00:00,T1-36-205,,0,1438,2,0,0,0,100.0,100.0,85.0,1440,1438,0.0,100.0,0.0,100.0,0.0,BE,False
37302082,2025-12-07 00:00:00,T1-36-206,B,239,1199,2,0,0,0,100.0,100.0,85.0,1440,1438,16.597221,100.0,16.597221,100.0,16.597221,BE,False
37302085,2025-12-07 00:00:00,T1-36-207,B,863,575,2,0,0,0,100.0,100.0,85.0,1440,1438,59.930557,100.0,59.930557,100.0,59.930557,BE,False
37302088,2025-12-07 00:00:00,T1-36-208,,261,1177,2,0,0,0,100.0,100.0,85.0,1440,1438,18.125,100.0,18.125,100.0,18.125,BE,False
37302089,2025-12-07 00:00:00,T1-36-209,,840,598,2,0,0,0,100.0,100.0,85.0,1440,1438,58.333332,100.0,58.333332,100.0,58.333332,BE,False
37302102,2025-12-07 00:00:00,T1-56-103,,1438,0,2,0,0,0,100.0,100.0,85.0,1440,1438,99.861115,100.0,99.861115,100.0,99.861115,BE,False
37302155,2025-12-07 00:00:00,T2-36-03,,0,0,1440,0,0,0,100.0,100.0,85.0,1440,0,0.0,100.0,0.0,100.0,0.0,ZBAK,False
37302095,2025-12-07 00:00:00,T2-40-116,C,0,0,1440,0,0,0,100.0,100.0,85.0,1440,0,0.0,100.0,0.0,100.0,0.0,FI,False
37302096,2025-12-07 00:00:00,T2-40-125,,0,0,1440,0,0,0,100.0,100.0,85.0,1440,0,0.0,100.0,0.0,100.0,0.0,FI,False
37302097,2025-12-07 00:00:00,T2-40-138,,0,0,1440,0,0,0,100.0,100.0,85.0,1440,0,0.0,100.0,0.0,100.0,0.0,FI,False
37302056,2025-12-07 00:00:00.005000,T2-56-12,B,254,1182,4,0,0,0,100.0,100.0,85.0,1440,1436,17.63889,100.0,17.63889,100.0,17.63889,FI,True
37302055,2025-12-07 00:00:00.004000,T2-56-16,B,437,999,5,0,0,0,100.0,100.0,85.0,1440,1435,30.347221,100.0,30.347221,100.0,30.347221,FI,True
37302057,2025-12-07 00:00:00.005000,T2-56-17,B,999,437,4,0,0,0,100.0,100.0,85.0,1440,1436,69.375,100.0,69.375,100.0,69.375,FI,True
37302103,2025-12-07 00:00:00,T2-56-33,,264,1174,2,0,0,0,100.0,100.0,85.0,1440,1438,18.333334,100.0,18.333334,100.0,18.333334,BE,False
37302104,2025-12-07 00:00:00,T2-56-34,,1033,405,2,0,0,0,100.0,100.0,85.0,1440,1438,71.736115,100.0,71.736115,100.0,71.736115,BE,False
37302105,2025-12-07 00:00:00,T2-56-35,,1044,394,2,0,0,0,100.0,100.0,85.0,1440,1438,72.5,100.0,72.5,100.0,72.5,BE,False
37302106,2025-12-07 00:00:00,T2-56-36,,1159,279,2,0,0,0,100.0,100.0,85.0,1440,1438,80.486115,100.0,80.486115,100.0,80.486115,BE,False
37302107,2025-12-07 00:00:00,T2-56-39,B,341,1097,2,0,0,0,100.0,100.0,85.0,1440,1438,23.680555,100.0,23.680555,100.0,23.680555,BE,False
37302108,2025-12-07 00:00:00,T2-56-40,,350,1088,2,0,0,0,100.0,100.0,85.0,1440,1438,24.305555,100.0,24.305555,100.0,24.305555,BE,False
37302109,2025-12-07 00:00:00,T2-56-44,B,480,958,2,0,0,0,100.0,100.0,85.0,1440,1438,33.333332,100.0,33.333332,100.0,33.333332,BE,False
37302134,2025-12-07 00:00:00,TE99-17100077,B,1439,0,1,0,0,0,100.0,100.0,85.0,1440,1439,99.93056,100.0,99.93056,100.0,99.93056,FI,False
37302183,2025-12-07 00:00:00,TE99-17100183,C,245,364,831,0,0,0,100.0,100.0,85.0,1440,609,17.01389,100.0,17.01389,100.0,17.01389,FI,False
37302073,2025-12-07 00:00:00,TE99-17100200,,0,1429,11,0,0,0,100.0,100.0,85.0,1440,1429,0.0,100.0,0.0,100.0,0.0,BE,False
37302185,2025-12-07 00:00:00,TE99-18100064,,1268,158,14,0,0,0,100.0,100.0,85.0,1440,1426,88.05556,100.0,88.05556,100.0,88.05556,BE,False
37302135,2025-12-07 00:00:00,TE99-19100811,B,0,0,1440,0,0,0,100.0,100.0,85.0,1440,0,0.0,100.0,0.0,100.0,0.0,FI,False
37304088,2025-12-07 00:00:00.013000,X2-03-16,B,671,753,16,0,0,0,100.0,100.0,85.0,1440,1424,46.59722,100.0,46.59722,100.0,46.59722,BE,True
37303948,2025-12-07 00:00:00,X2-03-16,,0,0,1440,0,0,0,100.0,100.0,85.0,1440,0,0.0,100.0,0.0,100.0,0.0,BE,False
37302080,2025-12-07 00:00:00,X2-27-31,A/2,668,8,764,0,0,0,100.0,100.0,85.0,1440,676,46.38889,100.0,46.38889,100.0,46.38889,ZBLK,False
37302197,2025-12-07 00:00:00,X2-27-36,A/2,696,10,734,0,0,0,100.0,100.0,85.0,1440,706,48.333332,100.0,48.333332,100.0,48.333332,ZBLK,False
37302083,2025-12-07 00:00:00,X2-27-38,A/2,638,34,768,0,0,0,100.0,100.0,85.0,1440,672,44.305557,100.0,44.305557,100.0,44.305557,ZBLK,False
37302182,2025-12-07 00:00:00,X2-35-04,A/2,464,974,2,0,0,0,100.0,100.0,85.0,1440,1438,32.22222,100.0,32.22222,100.0,32.22222,ZPRN,False
37302098,2025-12-07 00:00:00,X2-40-108,,0,0,1440,0,0,0,100.0,100.0,85.0,1440,0,0.0,100.0,0.0,100.0,0.0,FI,False
37302110,2025-12-07 00:00:00,X2-56-101,,345,1093,2,0,0,0,100.0,100.0,85.0,1440,1438,23.958334,100.0,23.958334,100.0,23.958334,BE,False
37510019,2025-12-07 00:00:00,X-27-08,B/2,190,73,1177,0,0,0,100.0,100.0,85.0,1440,263,13.194445,100.0,13.194445,100.0,13.194445,ZBLK,False
37508988,2025-12-07 00:00:00,X-27-11,A/2,259,12,1169,0,0,0,100.0,100.0,85.0,1440,271,17.98611,100.0,17.98611,100.0,17.98611,ZBLK,False
37302084,2025-12-07 00:00:00,X-27-12,B/3,1413,0,27,0,0,0,100.0,100.0,85.0,1440,1413,98.125,100.0,98.125,100.0,98.125,ZBLK,False
37302086,2025-12-07 00:00:00,X-27-13,,52,0,1388,0,0,0,100.0,100.0,85.0,1440,52,3.6111112,100.0,3.6111112,100.0,3.6111112,ZBLK,False
37302087,2025-12-07 00:00:00,X-27-14,,1096,149,195,0,0,0,100.0,100.0,85.0,1440,1245,76.111115,100.0,76.111115,100.0,76.111115,ZBLK,False
37514340,2025-12-07 00:00:00,X-27-15,A/2,14,229,1197,0,0,0,100.0,100.0,85.0,1440,243,0.9722222,100.0,0.9722222,100.0,0.9722222,ZBLK,False
37302090,2025-12-07 00:00:00,X-27-17,B/1,1254,9,177,0,0,0,100.0,100.0,85.0,1440,1263,87.083336,100.0,87.083336,100.0,87.083336,ZBLK,False
37507393,2025-12-07 00:00:00,X-27-19,B/2,190,87,1163,0,0,0,100.0,100.0,85.0,1440,277,13.194445,100.0,13.194445,100.0,13.194445,ZBLK,False
37382235,2025-12-07 00:00:00,X-27-21,A/1,651,5,784,0,0,0,100.0,100.0,85.0,1440,656,45.208332,100.0,45.208332,100.0,45.208332,ZBLK,False
37508761,2025-12-07 00:00:00,X-27-22,C,1,270,1169,0,0,0,100.0,100.0,85.0,1440,271,0.06944445,100.0,0.06944445,100.0,0.06944445,ZBLK,False
37301897,2025-12-07 00:00:00.014000,X-27-28,A/2,128,1308,4,0,0,0,100.0,100.0,85.0,1440,1436,8.888889,100.0,8.888889,100.0,8.888889,ZBLK,True
37509167,2025-12-07 00:00:00,X-27-32,A/2,225,44,1171,0,0,0,100.0,100.0,85.0,1440,269,15.625,100.0,15.625,100.0,15.625,ZBLK,False
37302091,2025-12-07 00:00:00,X-27-35,B/1,1413,0,27,0,0,0,100.0,100.0,85.0,1440,1413,98.125,100.0,98.125,100.0,98.125,ZBLK,False
37512921,2025-12-07 00:00:00,X-27-41,A/2,226,24,1190,0,0,0,100.0,100.0,85.0,1440,250,15.694445,100.0,15.694445,100.0,15.694445,ZBLK,False
37506989,2025-12-07 00:00:00,X-27-44,B/2,245,34,1161,0,0,0,100.0,100.0,85.0,1440,279,17.01389,100.0,17.01389,100.0,17.01389,ZBLK,False
37510212,2025-12-07 00:00:00,X-27-45,A/2,220,42,1178,0,0,0,100.0,100.0,85.0,1440,262,15.277778,100.0,15.277778,100.0,15.277778,ZBLK,False
37301898,2025-12-07 00:00:00.014000,X-27-47,A/2,396,1040,4,0,0,0,100.0,100.0,85.0,1440,1436,27.5,100.0,27.5,100.0,27.5,ZBLK,True
37301899,2025-12-07 00:00:00.015000,X-27-48,A/2,366,1070,4,0,0,0,100.0,100.0,85.0,1440,1436,25.416666,100.0,25.416666,100.0,25.416666,ZBLK,True
37504671,2025-12-07 00:00:00,X-27-49,B/2,245,47,1148,0,0,0,100.0,100.0,85.0,1440,292,17.01389,100.0,17.01389,100.0,17.01389,ZBLK,False
37302092,2025-12-07 00:00:00,X-27-51,A/2,667,12,761,0,0,0,100.0,100.0,85.0,1440,679,46.319443,100.0,46.319443,100.0,46.319443,ZBLK,False
37302093,2025-12-07 00:00:00,X-27-52,A/2,672,9,759,0,0,0,100.0,100.0,85.0,1440,681,46.666668,100.0,46.666668,100.0,46.666668,ZBLK,False
37302094,2025-12-07 00:00:00,X-27-55,A/2,675,9,756,0,0,0,100.0,100.0,85.0,1440,684,46.875,100.0,46.875,100.0,46.875,ZBLK,False
37302262,2025-12-07 00:00:00,X-34-05,A/2,1119,320,1,0,0,0,100.0,100.0,85.0,1440,1439,77.708336,100.0,77.708336,100.0,77.708336,ZAOI,False
37302993,2025-12-07 00:00:00,X-34-101,B,247,1187,6,0,0,0,100.0,100.0,85.0,1440,1434,17.152779,100.0,17.152779,100.0,17.152779,ZSPI,False
37302224,2025-12-07 00:00:00,X-34-103,A/2,1094,345,1,0,0,0,100.0,100.0,85.0,1440,1439,75.97222,100.0,75.97222,100.0,75.97222,ZSPI,False
37513165,2025-12-07 00:00:00,X-34-106,B,192,59,1189,0,0,0,100.0,100.0,85.0,1440,251,13.333333,100.0,13.333333,100.0,13.333333,ZSPI,False
37302225,2025-12-07 00:00:00,X-34-107,A/2,218,1221,1,0,0,0,100.0,100.0,85.0,1440,1439,15.138889,100.0,15.138889,100.0,15.138889,ZSPI,False
37302226,2025-12-07 00:00:00,X-34-110,B,0,1439,1,0,0,0,100.0,100.0,85.0,1440,1439,0.0,100.0,0.0,100.0,0.0,ZSPI,False
37302227,2025-12-07 00:00:00,X-34-111,A/2,231,1209,0,0,0,0,100.0,100.0,85.0,1440,1440,16.041666,100.0,16.041666,100.0,16.041666,ZSPI,False
37358943,2025-12-07 00:00:00,X-34-112,B,41,20,1379,0,0,0,100.0,100.0,85.0,1440,61,2.8472223,100.0,2.8472223,100.0,2.8472223,ZSPI,False
37302228,2025-12-07 00:00:00,X-34-114,C,173,1267,0,0,0,0,100.0,100.0,85.0,1440,1440,12.013889,100.0,12.013889,100.0,12.013889,ZSPI,False
37302347,2025-12-07 00:00:00,X-34-115,B,163,1276,1,0,0,0,100.0,100.0,85.0,1440,1439,11.319445,100.0,11.319445,100.0,11.319445,ZSPI,False
37302349,2025-12-07 00:00:00,X-34-116,B/2,207,1120,113,0,0,0,100.0,100.0,85.0,1440,1327,14.375,100.0,14.375,100.0,14.375,ZSPI,False
37302229,2025-12-07 00:00:00,X-34-118,C,0,1439,1,0,0,0,100.0,100.0,85.0,1440,1439,0.0,100.0,0.0,100.0,0.0,ZSPI,False
37302353,2025-12-07 00:00:00,X-34-119,B/2,186,1082,172,0,0,0,100.0,100.0,85.0,1440,1268,12.916667,100.0,12.916667,100.0,12.916667,ZSPI,False
37513187,2025-12-07 00:00:00,X-34-12,B,250,1,1189,0,0,0,100.0,100.0,85.0,1440,251,17.36111,100.0,17.36111,100.0,17.36111,ZAOI,False
37302230,2025-12-07 00:00:00,X-34-120,A/2,0,1438,2,0,0,0,100.0,100.0,85.0,1440,1438,0.0,100.0,0.0,100.0,0.0,ZSPI,False
37302231,2025-12-07 00:00:00,X-34-121,A/2,402,1035,3,0,0,0,100.0,100.0,85.0,1440,1437,27.916666,100.0,27.916666,100.0,27.916666,ZSPI,False
37302232,2025-12-07 00:00:00,X-34-122,A/2,135,1303,2,0,0,0,100.0,100.0,85.0,1440,1438,9.375,100.0,9.375,100.0,9.375,ZSPI,False
37302233,2025-12-07 00:00:00,X-34-127,B,203,1235,2,0,0,0,100.0,100.0,85.0,1440,1438,14.097222,100.0,14.097222,100.0,14.097222,ZSPI,False
37302507,2025-12-07 00:00:00,X-34-128,B,488,948,4,0,0,0,100.0,100.0,85.0,1440,1436,33.88889,100.0,33.88889,100.0,33.88889,ZSPI,False
37302439,2025-12-07 00:00:00.025000,X-34-128,B,485,950,5,0,0,0,100.0,100.0,85.0,1440,1435,33.680557,100.0,33.680557,100.0,33.680557,ZMOTU6,True
37303326,2025-12-07 00:00:00,X-34-129,A/2,314,1117,9,0,0,0,100.0,100.0,85.0,1440,1431,21.805555,100.0,21.805555,100.0,21.805555,ZSPI,False
37302063,2025-12-07 00:00:01.612000,X-34-130,A/2,239,1197,4,0,0,0,100.0,100.0,85.0,1440,1436,16.597221,100.0,16.597221,100.0,16.597221,ZMOTD13,True
37303164,2025-12-07 00:00:00,X-34-131,B,68,683,689,0,0,0,100.0,100.0,85.0,1440,751,4.7222223,100.0,4.7222223,100.0,4.7222223,ZSPI,False
37302234,2025-12-07 00:00:00,X-34-132,A/2,0,1438,2,0,0,0,100.0,100.0,85.0,1440,1438,0.0,100.0,0.0,100.0,0.0,ZSPI,False
37302362,2025-12-07 00:00:00,X-34-133,C,0,1437,3,0,0,0,100.0,100.0,85.0,1440,1437,0.0,100.0,0.0,100.0,0.0,ZSPI,False
37304405,2025-12-07 00:00:00.008000,X-34-134,A/2,265,1155,20,0,0,0,100.0,100.0,85.0,1440,1420,18.402779,100.0,18.402779,100.0,18.402779,ZMOTD17,True
37302235,2025-12-07 00:00:00,X-34-136,A/2,429,1009,2,0,0,0,100.0,100.0,85.0,1440,1438,29.791666,100.0,29.791666,100.0,29.791666,ZSPI,False
37302292,2025-12-07 00:00:00.011000,X-34-137,B,899,533,8,0,0,0,100.0,100.0,85.0,1440,1432,62.430557,100.0,62.430557,100.0,62.430557,ZMOTU5,True
37302364,2025-12-07 00:00:00,X-34-137,B,905,531,4,0,0,0,100.0,100.0,85.0,1440,1436,62.84722,100.0,62.84722,100.0,62.84722,ZSPI,False
37302366,2025-12-07 00:00:00,X-34-17,B,242,1196,2,0,0,0,100.0,100.0,85.0,1440,1438,16.805555,100.0,16.805555,100.0,16.805555,ZAOI,False
37302263,2025-12-07 00:00:00,X-34-20,A/2,548,891,1,0,0,0,100.0,100.0,85.0,1440,1439,38.055557,100.0,38.055557,100.0,38.055557,ZAOI,False
37302264,2025-12-07 00:00:00,X-34-205,A/2,260,1179,1,0,0,0,100.0,100.0,85.0,1440,1439,18.055555,100.0,18.055555,100.0,18.055555,ZAOI,False
37302369,2025-12-07 00:00:00,X-34-208,C,0,1438,2,0,0,0,100.0,100.0,85.0,1440,1438,0.0,100.0,0.0,100.0,0.0,ZAOI,False
37302265,2025-12-07 00:00:00,X-34-209,C,267,1173,0,0,0,0,100.0,100.0,85.0,1440,1440,18.541666,100.0,18.541666,100.0,18.541666,ZAOI,False
37302266,2025-12-07 00:00:00,X-34-21,A/2,542,897,1,0,0,0,100.0,100.0,85.0,1440,1439,37.63889,100.0,37.63889,100.0,37.63889,ZAOI,False
37303167,2025-12-07 00:00:00,X-34-301,B,245,1189,6,0,0,0,100.0,100.0,85.0,1440,1434,17.01389,100.0,17.01389,100.0,17.01389,ZAOI,False
37302079,2025-12-07 00:00:00,X-34-302,B,231,1100,109,0,0,0,100.0,100.0,85.0,1440,1331,16.041666,100.0,16.041666,100.0,16.041666,ZAOI,False
37302268,2025-12-07 00:00:00,X-34-304,B,212,1226,2,0,0,0,100.0,100.0,85.0,1440,1438,14.722222,100.0,14.722222,100.0,14.722222,ZAOI,False
37302269,2025-12-07 00:00:00,X-34-305,A/2,246,1192,2,0,0,0,100.0,100.0,85.0,1440,1438,17.083334,100.0,17.083334,100.0,17.083334,ZAOI,False
37302270,2025-12-07 00:00:00,X-34-306,A/2,254,1184,2,0,0,0,100.0,100.0,85.0,1440,1438,17.63889,100.0,17.63889,100.0,17.63889,ZAOI,False
37302271,2025-12-07 00:00:00,X-34-307,B,0,1438,2,0,0,0,100.0,100.0,85.0,1440,1438,0.0,100.0,0.0,100.0,0.0,ZAOI,False
37302272,2025-12-07 00:00:00,X-34-308,A/2,182,1256,2,0,0,0,100.0,100.0,85.0,1440,1438,12.638889,100.0,12.638889,100.0,12.638889,ZAOI,False
37302273,2025-12-07 00:00:00,X-34-309,A/2,1438,0,2,0,0,0,100.0,100.0,85.0,1440,1438,99.861115,100.0,99.861115,100.0,99.861115,ZAOI,False
37302274,2025-12-07 00:00:00,X-34-31,C,0,1438,2,0,0,0,100.0,100.0,85.0,1440,1438,0.0,100.0,0.0,100.0,0.0,ZAOI,False
37302380,2025-12-07 00:00:00,X-34-35,B,1014,422,4,0,0,0,100.0,100.0,85.0,1440,1436,70.416664,100.0,70.416664,100.0,70.416664,ZAOI,False
37302295,2025-12-07 00:00:00.013000,X-34-35,B,1000,422,18,0,0,0,100.0,100.0,85.0,1440,1422,69.44444,100.0,69.44444,100.0,69.44444,ZMOTU5,True
37302441,2025-12-07 00:00:00.026000,X-34-46,B,520,916,4,0,0,0,100.0,100.0,85.0,1440,1436,36.11111,100.0,36.11111,100.0,36.11111,ZMOTU6,True
37302827,2025-12-07 00:00:00,X-34-46,B,128,200,1112,0,0,0,100.0,100.0,85.0,1440,328,8.888889,100.0,8.888889,100.0,8.888889,ZAOI,False
37303378,2025-12-07 00:00:00,X-34-48,A/2,290,1141,9,0,0,0,100.0,100.0,85.0,1440,1431,20.13889,100.0,20.13889,100.0,20.13889,ZAOI,False
37302275,2025-12-07 00:00:00,X-34-52,A/2,0,1438,2,0,0,0,100.0,100.0,85.0,1440,1438,0.0,100.0,0.0,100.0,0.0,ZAOI,False
37302066,2025-12-07 00:00:01.614000,X-34-53,A/2,370,1068,2,0,0,0,100.0,100.0,85.0,1440,1438,25.694445,100.0,25.694445,100.0,25.694445,ZMOTD13,True
37302276,2025-12-07 00:00:00,X-34-54,A/2,0,1438,2,0,0,0,100.0,100.0,85.0,1440,1438,0.0,100.0,0.0,100.0,0.0,ZAOI,False
37304408,2025-12-07 00:00:00.009000,X-34-57,A/2,390,1034,16,0,0,0,100.0,100.0,85.0,1440,1424,27.083334,100.0,27.083334,100.0,27.083334,ZMOTD17,True
37302156,2025-12-07 00:00:00,X-35-01,B/2,0,1433,7,0,0,0,100.0,100.0,85.0,1440,1433,0.0,100.0,0.0,100.0,0.0,ZPRN,False
37302157,2025-12-07 00:00:00,X-35-02,,0,0,1440,0,0,0,100.0,100.0,85.0,1440,0,0.0,100.0,0.0,100.0,0.0,ZPRN,False
37302158,2025-12-07 00:00:00,X-35-03,A/2,108,1330,2,0,0,0,100.0,100.0,85.0,1440,1438,7.5,100.0,7.5,100.0,7.5,ZPRN,False
37302159,2025-12-07 00:00:00,X-35-06,B/2,165,85,1190,0,0,0,100.0,100.0,85.0,1440,250,11.458333,100.0,11.458333,100.0,11.458333,ZPRN,False
37302160,2025-12-07 00:00:00,X-35-07,A/2,1,1438,1,0,0,0,100.0,100.0,85.0,1440,1439,0.06944445,100.0,0.06944445,100.0,0.06944445,ZPRN,False
37302161,2025-12-07 00:00:00,X-35-10,,0,0,1440,0,0,0,100.0,100.0,85.0,1440,0,0.0,100.0,0.0,100.0,0.0,ZPRN,False
37302162,2025-12-07 00:00:00,X-35-11,A/2,2,1437,1,0,0,0,100.0,100.0,85.0,1440,1439,0.1388889,100.0,0.1388889,100.0,0.1388889,ZPRN,False
37302163,2025-12-07 00:00:00,X-35-12,B/2,137,1195,108,0,0,0,100.0,100.0,85.0,1440,1332,9.513889,100.0,9.513889,100.0,9.513889,ZPRN,False
37302164,2025-12-07 00:00:00,X-35-14,C,1,1438,1,0,0,0,100.0,100.0,85.0,1440,1439,0.06944445,100.0,0.06944445,100.0,0.06944445,ZPRN,False
37302165,2025-12-07 00:00:00,X-35-15,B/2,154,1284,2,0,0,0,100.0,100.0,85.0,1440,1438,10.694445,100.0,10.694445,100.0,10.694445,ZPRN,False
37302166,2025-12-07 00:00:00,X-35-16,B2,6,1321,113,0,0,0,100.0,100.0,85.0,1440,1327,0.41666666,100.0,0.41666666,100.0,0.41666666,ZPRN,False
37302167,2025-12-07 00:00:00,X-35-18,C,0,1438,2,0,0,0,100.0,100.0,85.0,1440,1438,0.0,100.0,0.0,100.0,0.0,ZPRN,False
37302168,2025-12-07 00:00:00,X-35-19,B/2,60,638,742,0,0,0,100.0,100.0,85.0,1440,698,4.1666665,100.0,4.1666665,100.0,4.1666665,ZPRN,False
37302169,2025-12-07 00:00:00,X-35-20,B2,0,1327,113,0,0,0,100.0,100.0,85.0,1440,1327,0.0,100.0,0.0,100.0,0.0,ZPRN,False
37302170,2025-12-07 00:00:00,X-35-21,,0,0,1440,0,0,0,100.0,100.0,85.0,1440,0,0.0,100.0,0.0,100.0,0.0,ZPRN,False
37302171,2025-12-07 00:00:00,X-35-22,A/2,2,1437,1,0,0,0,100.0,100.0,85.0,1440,1439,0.1388889,100.0,0.1388889,100.0,0.1388889,ZPRN,False
37302172,2025-12-07 00:00:00,X-35-25,,0,0,1440,0,0,0,100.0,100.0,85.0,1440,0,0.0,100.0,0.0,100.0,0.0,ZPRN,False
37302173,2025-12-07 00:00:00,X-35-27,B/2,1437,1,2,0,0,0,100.0,100.0,85.0,1440,1438,99.791664,100.0,99.791664,100.0,99.791664,ZPRN,False
37302174,2025-12-07 00:00:00,X-35-28,B2,529,907,4,0,0,0,100.0,100.0,85.0,1440,1436,36.73611,100.0,36.73611,100.0,36.73611,ZPRN,False
37302440,2025-12-07 00:00:00.025000,X-35-28,B,413,903,124,0,0,0,100.0,100.0,85.0,1440,1316,28.680555,100.0,28.680555,100.0,28.680555,ZMOTU6,True
37302175,2025-12-07 00:00:00,X-35-29,A/2,243,1189,8,0,0,0,100.0,100.0,85.0,1440,1432,16.875,100.0,16.875,100.0,16.875,ZPRN,False
37302064,2025-12-07 00:00:01.613000,X-35-30,A/2,208,1228,4,0,0,0,100.0,100.0,85.0,1440,1436,14.444445,100.0,14.444445,100.0,14.444445,ZMOTD13,True
37302176,2025-12-07 00:00:00,X-35-31,A/2,0,1366,74,0,0,0,100.0,100.0,85.0,1440,1366,0.0,100.0,0.0,100.0,0.0,ZPRN,False
